cluster 0 gene,cluster 0 score,cluster 1 gene,cluster 1 score,cluster 2 gene,cluster 2 score,cluster 3 gene,cluster 3 score,cluster 4 gene,cluster 4 score,cluster 5 gene,cluster 5 score
Ypel3,7.7057986,Acvr1c,10.937298,Mboat4,2.7329998,Lamb1,18.854,Pabpc1,10.769468,Trappc2l,4.7101502
Kif5b,7.7057514,H2-Ke6,10.924547,Pacrg,2.7290137,Tagln2,18.834284,Ing4,10.743344,Mrpl57,4.7015777
Rsrp1,7.6759505,Gfra3,10.90539,Isyna1,2.7175174,Rpl27a,18.77549,Ptma,10.715951,Pou6f2,4.6967006
Gclm,7.6564903,Chmp5,10.902768,Ap1s2,2.714629,Gpx4,18.73515,Cct4,10.703371,Btg3,4.695329
Necab2,7.6513906,Prdx5,10.897757,Nkiras2,2.705732,Srsf2,18.669374,Tle6,10.68046,Srp14,4.6836324
Dtx3,7.5904016,Cltc,10.885598,Jam3,2.701515,Lamc1,18.609253,Tbc1d9,10.63178,Atp5g1,4.6598196
Bend7,7.5869703,Kcnmb2,10.874517,St18,2.692907,Mpc2,18.60646,Cmpk1,10.60911,Aip,4.6492276
Klhl7,7.5853014,Slc7a14,10.826666,Gm561,2.6812954,Rbms3,18.529566,Adrm1,10.605382,Acsl1,4.64256
Dcaf7,7.5516224,Sphkap,10.786511,Dtnbos,2.6773093,Mxra7,18.521423,March5,10.591244,Tshz2,4.638331
Kif12,7.5497894,Romo1,10.766529,Ccdc28b,2.6619422,Cdh1,18.51794,Eif2b2,10.531188,Spint1,4.6195855
Ndufa13,7.499776,Dnajc24,10.7607355,Drc1,2.656223,Mrpl42,18.48285,Arid4b,10.511635,Maged1,4.611623
Zim1,7.482807,Wipi1,10.736651,Zdhhc20,2.6525257,Gpm6b,18.419027,Eif2a,10.505529,Anxa6,4.5990496
Parm1,7.4746757,Cmas,10.735149,Fam216a,2.651428,Rpl34,18.39677,Atp5b,10.471887,Tmem258,4.5878863
Hsp90aa1,7.3703012,Klhl7,10.717979,Fkbp9,2.6476731,Rpl36,18.388494,Ndrg1,10.450535,Fam216a,4.583733
1810037I17Rik,7.3550243,Efcab1,10.699499,Cope,2.6461132,Rps27,18.35712,Fscn1,10.45031,Tnrc6b,4.5426993
Dpysl2,7.33493,Wfs1,10.6641445,Itpr1,2.6438024,Vps36,18.352932,Pcbp2,10.370058,Selt,4.5407944
Edf1,7.3347416,Tspan13,10.611535,Dynlt1f,2.6397007,Spc24,18.330305,Rps23,10.3237705,Pja2,4.5161433
Ergic3,7.306069,Shfm1,10.579627,Gtf2f2,2.6022656,Paics,18.319017,Rbbp4,10.224256,Pcsk1,4.4919496
Polr2g,7.2582884,Gnaz,10.553153,Lrpprc,2.596084,Cmtm7,18.274591,Kirrel2,10.179431,Drc1,4.4914923
Papss2,7.2426825,Aplp1,10.537146,Grb2,2.5951598,Gas2,18.253613,Ttc5,10.152728,Rab3c,4.4888635
Zcrb1,7.2321773,Ptprn,10.525432,Copz1,2.592618,Suclg2,18.178469,Smarcc1,10.107839,Prkcsh,4.474614
Mamld1,7.2256904,Ica1,10.51968,Pdia6,2.5924447,Rnaseh2c,18.084618,Kit,10.082036,Meis2,4.4554877
Tmem107,7.2195797,Tmbim4,10.512004,Sct,2.581468,Errfi1,18.05962,Ndufs2,10.054466,Rev3l,4.4466105
Gk,7.205243,Morf4l2,10.478532,Spint2,2.5723405,Atp5o,18.039753,Rpl37,9.924585,Tcta,4.4269505
Ndufa11,7.1931863,Por,10.4546585,0610011F06Rik,2.5658123,Snrpd1,17.993374,Pex19,9.898317,Tcaf1,4.421693
Fam216a,7.1875696,Znhit1,10.454363,Fxyd6,2.562635,Adamts16,17.929516,Kdm5b,9.877607,Cbfb,4.413806
Hspa4l,7.1868877,Gnai2,10.4452915,Sec22b,2.5598621,Mal2,17.898798,Ginm1,9.843804,Arl2,4.3745246
Gng4,7.1747603,Fndc3a,10.431314,Atp2b1,2.5587645,Smc2,17.82362,Dst,9.816636,Ergic3,4.3668284
Kif21a,7.1550183,Ndufb9,10.427128,Zfhx3,2.5552983,Plk2,17.804409,Rbm39,9.75049,Ndufb10,4.344616
Mdm1,7.126839,Magt1,10.417866,Etv1,2.544033,Clmn,17.706957,Sqstm1,9.699512,Snx15,4.3322334
Gstz1,7.1055927,Chid1,10.382617,Atp6v0e,2.5346742,Anxa5,17.655062,Psmb7,9.692009,Ssbp4,4.3231273
Nxph1,7.0889063,Lrp8,10.3642,Cpn1,2.5197117,Plp2,17.614285,Hagh,9.669227,1700086L19Rik,4.3029723
Rab24,7.076873,Tmem65,10.315967,Taok1,2.5122015,Ambp,17.609709,Mad2l2,9.665451,1810037I17Rik,4.291199
Baiap3,7.0739822,Dctn3,10.270463,Cnpy2,2.5008786,Naca,17.471092,Ids,9.624225,Ank3,4.2825885
Fkbp2,7.056684,Saraf,10.257501,Edem2,2.4967768,Tmpo,17.457232,Rtn4,9.574548,Gria2,4.2783213
Cldn11,7.0291862,Baiap3,10.236017,Fbxo16,2.4746509,Cldn6,17.265223,Kdm7a,9.567591,Wdr6,4.2765307
Smc6,7.0266714,Dnmt3a,10.218868,Npc2,2.4741886,Arrdc1,17.255129,Acly,9.471964,Hmgn3,4.2692914
Map3k15,6.988762,Ubl5,10.181483,Srp9,2.459515,Snrpg,17.231544,Vps72,9.450355,Isg20,4.2599187
Rock1,6.979596,Polr2g,10.165307,Taf6l,2.4480188,Prim1,17.177916,Ubl7,9.428328,Gabarap,4.25287
Ahsa1,6.970924,Camk2b,10.088127,Ubxn4,2.4385443,Fau,17.102097,Arpc5,9.418608,Sesn2,4.246203
Nucb1,6.9501944,Arf5,10.078908,Phyhipl,2.4257772,Tmem55a,17.073078,Strap,9.371163,Sil1,4.2395353
Chmp5,6.887537,Cldn11,9.989337,Kcnk16,2.4235241,Zfhx3,17.065744,Cacna2d1,9.36877,Napa,4.2369823
Celf4,6.8637524,Gng4,9.986693,Trappc6b,2.4143963,Dut,16.987303,Rps28,9.355289,Rab2a,4.2112265
Gabarap,6.8374534,Acyp2,9.94785,Epb41l4a,2.4106991,Laptm4b,16.979296,Psmc4,9.345312,Yaf2,4.1970153
Auh,6.82039,Nenf,9.927022,Rimbp2,2.3990872,Cdk4,16.954128,Malat1,9.288277,Stx7,4.187071
Map1b,6.816301,Glrx,9.926662,Nbr1,2.379272,Aplp2,16.93818,Zmat2,9.26821,Capns1,4.177165
Bsg,6.7859592,Atp8b1,9.884499,Ndufa6,2.3697977,Fkbp3,16.896461,Myt1,9.242472,Dll3,4.1653156
Slc2a5,6.7687793,Cltb,9.841299,Zfp667,2.3652916,Bag2,16.786327,Akirin2,9.237379,Fam104a,4.162001
Dnmt3a,6.757874,Isyna1,9.802561,Mllt11,2.3640783,Bmp7,16.704351,Rps11,9.228574,Nenf,4.156934
Copg1,6.749836,Ap1s1,9.748113,Emc2,2.3618252,Nsmce4a,16.657906,Adgrg1,9.169306,Ywhae,4.1389885
Mrpl57,6.730846,Ssbp4,9.658118,Mbtps1,2.3559327,Bag1,16.645054,Tmeff1,9.156436,Atp6v1d,4.1355596
Ubl5,6.7297177,Zcrb1,9.628071,Baiap3,2.35212,Rps14,16.60347,Txndc12,9.14707,Tmem107,4.1216908
Eif4g3,6.7234664,Pam,9.615744,Commd10,2.3356555,Igsf3,16.58599,Stxbp1,9.111177,Chid1,4.1181097
Atp6v1b2,6.7062154,Chchd2,9.61272,Znrf3,2.3320737,Mcm7,16.584158,Prkar1b,9.107691,Ncstn,4.1032505
Sptbn1,6.684781,Sf3b6,9.570133,Cdk5rap3,2.32595,Birc5,16.582829,Dctn2,9.094918,Nagk,4.0854573
Pgls,6.67766,Vapa,9.562817,P4hb,2.3246212,Sae1,16.537088,Tmc4,9.0806675,Coa3,4.075247
Cers6,6.67209,Cytip,9.52926,Zfr,2.3079255,Cdo1,16.508272,Bex2,9.071863,Syt7,4.0740275
Gm43861,6.655732,Azin1,9.505386,Hsp90b1,2.2993755,Rpl31,16.401434,Scin,9.065163,Itgb1,4.072732
Apoa1bp,6.6021466,Psmb5,9.482317,Klhl32,2.295967,Tpm3,16.259438,Gars,9.034396,Marcks,4.0615306
Gm43194,6.598692,Rrbp1,9.464047,App,2.2936563,Col27a1,16.240395,Rtf1,9.026057,Zdhhc14,4.060502
Rimbp2,6.5512404,Cox7a2,9.463033,Sec11c,2.287937,Rfc2,16.224817,Rab7,9.012369,Ppp1r14c,4.044614
Ap1s1,6.5375853,Prrg2,9.452989,Ctsl,2.2783473,Smc4,16.218426,Supt4a,9.010537,Atp6v1g1,4.027393
Tmem258,6.510675,Ssr1,9.450831,Timm17a,2.277423,Nr5a2,16.197987,Bcl7a,8.995965,Max,4.013715
Atp2b1,6.495704,Fam195b,9.433852,Sp3os,2.2731478,Hat1,16.170969,Rpl28,8.993154,Tor2a,3.9912736
Gnaq,6.437324,Zfp516,9.431357,Zdhhc14,2.2707214,Tipin,16.12824,Pbxip1,8.984124,Laptm4a,3.9893305
Galns,6.417676,Atp5j2,9.339058,Serping1,2.2606695,Tcf3,15.9896755,Rpl5,8.923506,Ttc39a,3.9892542
Sesn3,6.417112,Stt3a,9.299051,Kmt2c,2.2591097,St14,15.950144,Tbpl1,8.915023,Ndrg1,3.9865873
Ctrb1,6.414879,Pja2,9.252574,2210016F16Rik,2.2571454,Pafah1b3,15.924675,Cops2,8.906122,Ap1s2,3.981177
Mrpl1,6.343455,Pgls,9.233311,Lmo7,2.2495198,Mcm4,15.8537855,Atg3,8.890586,Ank,3.9729474
Cryba2,6.318331,Apoa1bp,9.214619,Crb3,2.2388322,Rfc4,15.823287,Cript,8.868768,Copg1,3.9608314
Pura,6.312338,Fam173a,9.190069,Tnfrsf21,2.2385433,Arpc1b,15.81422,Laptm4a,8.80484,Ap3s1,3.9475343
Ndufb3,6.3040648,Pea15a,9.1792,Rwdd4a,2.2236385,0610007P14Rik,15.763618,2310036O22Rik,8.781094,Celf4,3.9466581
Syt13,6.2686467,Blcap,9.1322365,Gnaz,2.2168796,Ssrp1,15.709232,Scpep1,8.752511,Sgms2,3.94281
Entpd3,6.266179,Ahcyl1,9.097728,Sptbn1,2.216013,Wwc1,15.679003,Chd3,8.750101,Camk2b,3.9387712
Gatsl2,6.2527823,Kdelr2,9.06988,Hexa,2.2146266,Uhrf1,15.678818,Prox1,8.737312,Bet1l,3.9351137
Atp6v1g1,6.2359076,Lrp11,9.015008,Galnt18,2.2140489,Fam136a,15.624229,Tsr3,8.696198,Necap1,3.9299703
Capsl,6.231607,Kctd13,9.000629,Apc,2.208445,Ncald,15.618493,Rsrc2,8.67467,Minos1,3.9186163
Slc25a53,6.2205606,Aacs,8.997394,Phf3,2.2080984,Galm,15.571458,Vps37b,8.653671,Cacna2d1,3.9106534
Gars,6.2027926,Sec61a1,8.987921,Itfg1,2.2056143,Wapl,15.549151,Fhl2,8.643084,Fndc3a,3.903376
Grb10,6.1739554,Ufc1,8.971449,Csnk1a1,2.20469,Lifr,15.3990135,Magoh,8.627756,Usp18,3.8955655
1500009L16Rik,6.1493716,Hdac6,8.955886,Dnmt3a,2.201917,Dhfr,15.376438,4833439L19Rik,8.607705,Yipf4,3.8925557
Ift20,6.133343,Elp4,8.923301,Gng4,2.2018015,Echs1,15.363737,Psmd8,8.59625,Pim2,3.8886313
Tm4sf4,6.129418,Tma7,8.806791,Akap7,2.1999528,Rab27b,15.290409,Ptov1,8.568182,Fam20c,3.8758297
Higd1a,6.1076784,Foxo1,8.798417,Fam104a,2.1992595,Cdca8,15.255637,Plgrkt,8.555698,Ppp1r37,3.871372
Itpr1,6.094282,Slc16a12,8.754985,Nfasc,2.194349,Nme4,15.237049,Pdap1,8.521333,Abhd16a,3.8677144
Klhl13,6.068335,Pfdn4,8.718023,Ift46,2.190594,Nop10,15.184009,Tm4sf4,8.506921,Ywhag,3.865314
Pde3b,6.06112,Epb41l3,8.714936,Gsk3b,2.179791,Casp8,15.163165,Upp1,8.487609,Denr,3.8647044
Btg3,6.0561137,Dnajc3,8.700219,Hist1h2bc,2.1793866,Enah,15.135712,Tmem50a,8.4626255,Pcmt1,3.8594084
Snap25,6.018886,Stub1,8.68861,Snx15,2.167428,Tmed9,15.09766,Vbp1,8.407743,Riiad1,3.823556
Hprt,5.995595,Plcxd3,8.681378,Cpa2,2.165926,Cfdp1,15.096617,Ciapin1,8.393428,Prmt2,3.8218796
Arf3,5.986711,Chic1,8.665964,Gabrb3,2.1633842,Rab34,15.039758,Pcyt1b,8.336569,Parm1,3.7715871
Gpc4,5.9643135,Sdf4,8.663215,Acbd3,2.157087,Kifc3,14.989241,Eci2,8.327893,Dnpep,3.7494128
Ralbp1,5.9541836,Snx4,8.64133,Tmem30a,2.1455908,Fam162a,14.964007,Slc25a17,8.315458,Rnf11,3.73764
Znhit1,5.948543,Sod2,8.6046,Ankrd12,2.1422403,Efhd2,14.957783,Ivd,8.304677,Nkiras1,3.7328773
Lsm6,5.943514,Ndufb7,8.601386,Dnpep,2.1290107,Pfdn1,14.956858,Tceb1,8.281831,Cltb,3.7189326
2210016L21Rik,5.9320445,Smim7,8.599631,Cpm,2.1247358,Cbx5,14.919327,Wbp2,8.271532,C1galt1c1,3.7142081
Rad21,5.9271793,Dtd1,8.597241,Klhl7,2.1162436,Akr1cl,14.9002,Hnrnpab,8.263676,Vwa5b2,3.7102077
Hspa5,5.898483,Pip5k1b,8.587219,Ypel3,2.1123152,Gpt2,14.900032,Bud31,8.250582,B230118H07Rik,3.6952343
Wdr6,5.895028,Slc7a2,8.574024,Basp1,2.10105,Rpl27,14.858195,Ubald1,8.192117,Polr2g,3.6930625
Bphl,5.8916435,Map1b,8.567808,Pip5k1b,2.0998945,Rfc3,14.829362,Slc31a2,8.185561,Nxph1,3.6902812
Pou6f2,5.8771896,Fam174a,8.562246,Hap1,2.099779,Top2a,14.719916,Bnip2,8.15534,Upk3bl,3.689405
Pgap1,5.8591166,Mia3,8.554909,Pura,2.0956774,Snx7,14.719496,Kcnb2,8.119721,Prkaca,3.6827755
Hdac6,5.8566017,H2afy,8.552096,Col4a3bp,2.0793283,Slc39a10,14.699023,Rps3,8.104281,Sqstm1,3.6827374
Edem2,5.8436046,Tcf25,8.542328,Use1,2.0767286,Acsl5,14.671199,Srp14,8.0467,Arf1,3.682585
Vapa,5.816718,Hint1,8.519978,Ubap1,2.07488,Igf1r,14.649818,Rbfox2,8.028914,Zim1,3.681899
Prkaca,5.8166943,Snap25,8.514754,Cul4a,2.070316,Ezh2,14.585204,Tmem63b,7.990724,Scg5,3.6733265
Ncstn,5.813616,Chchd7,8.491199,Minos1,2.0700274,Nrep,14.571477,Rps7,7.985567,Kcnk16,3.6665828
Akap8l,5.78875,Lman1,8.480076,Morf4l2,2.0691607,Srsf3,14.568751,Rnf6,7.977887,St18,3.6603343
2610002M06Rik,5.779396,Ndufc1,8.472041,Ank,2.0606108,Sfxn1,14.536033,Snw1,7.9684563,Fxyd6,3.6554193
Ctsf,5.7743664,Ndufs4,8.433874,Ss18,2.0599751,Ccnb2,14.532079,Fam49b,7.968151,Vat1l,3.634807
Emb,5.7646365,Cfap20,8.418966,Arl2,2.0546026,Trp53,14.448069,Dnaja2,7.9396653,Sptan1,3.6262345
Ap1s2,5.738243,Orc6,8.416387,Pigs,2.0513675,Nasp,14.410673,Dner,7.9363074,Arpc5,3.6201766
Agfg1,5.736833,Nav1,8.413215,BC004004,2.0511363,Fam159a,14.405895,Gyg,7.9297523,Tspan12,3.6154902
Fam195b,5.724212,Ywhae,8.410171,Pde10a,2.0471501,Usp1,14.3971815,Glud1,7.919534,Zfp148,3.607489
Itfg1,5.721815,Sdhb,8.407569,Cmpk1,2.0463414,Tuba1c,14.386147,Cnksr3,7.9075646,Akap8l,3.6023839
Rcan2,5.7133307,Uggt1,8.385451,Klc2,2.0458794,Tesc,14.385557,Dennd2a,7.9012184,Eif2b1,3.5937731
Cck,5.679769,Hmgcr,8.375407,Luc7l3,2.0450704,4931406C07Rik,14.3797035,Hnrnpdl,7.8967843,Ndufb11,3.5900393
Maged2,5.678923,Rai2,8.364475,Unc5c,2.043395,Shmt1,14.239339,Eya2,7.872235,Mdk,3.5634835
Meg3,5.676385,Nt5c3,8.343647,Jak1,2.0420086,Chadl,14.239271,Abcf1,7.8704834,Ndufb2,3.5632167
Tmsb4x,5.6660438,Gnai1,8.340095,Emc7,2.039698,Ift43,14.222012,Bnip3l,7.8559275,Tmem50a,3.5584922
Gm561,5.6619544,Dalrd3,8.328803,H13,2.0375025,Spon1,14.213483,Chp1,7.8176093,Sytl5,3.5290406
Rab3b,5.653,Pkp4,8.296705,Scg3,2.0332274,Cdt1,14.163571,Tax1bp1,7.8022337,Tfg,3.5286596
Ccdc12,5.629756,Ftl1,8.284144,Ttc3,2.0266995,Hspd1,14.122929,Son,7.793638,Ubxn4,3.5282025
Mum1l1,5.6031275,Ptov1,8.276913,Celf2,2.0224822,Sdc1,14.104508,Rorc,7.7865047,Rock1,3.525307
Zfp516,5.6021876,Rab2a,8.263232,Rab24,2.018785,Cox5a,14.103617,Eif4b,7.7843356,Ppp1r10,3.5227542
Stx7,5.564795,Klhdc8b,8.242869,Kctd13,2.0179183,Sh2d4a,14.084406,Pdk2,7.771418,Tm2d2,3.5216112
Fam104a,5.5591545,Nckap1,8.240015,Pkp4,2.0043423,Clic1,14.074329,Ifitm2,7.691215,Kif1a,3.510905
Cltc,5.5467453,Fam219a,8.23606,Chmp5,2.0017426,Gstt2,14.059778,Gtpbp4,7.6848845,Cst3,3.5073235
Akr1c19,5.54329,Atp6v1b2,8.208191,Preb,1.9981031,Mthfd1,14.043578,Cstb,7.6813664,Slc16a10,3.5037801
Pnliprp1,5.5320325,Ctnnbip1,8.179962,Dach1,1.9964856,Tm9sf3,14.017066,Ppp1r11,7.673783,Tm2d1,3.4886544
Calm2,5.516803,Calm3,8.1777,Zdhhc1,1.9940015,Hprt,13.953647,Eef1b2,7.670136,Wnk3,3.4726903
Trove2,5.4975076,Atp2a3,8.176558,Psenen,1.9935393,Set,13.940441,Nipbl,7.6507115,Herpud1,3.4692993
Cxxc4,5.480985,Pdap1,8.110775,Ubb,1.988571,Dcps,13.930281,Ei24,7.637264,Eml2,3.4664037
Tcf25,5.4184923,Zwint,8.108724,Rad21,1.9852204,Tmem147,13.915981,Dll3,7.633488,Dctn6,3.4505541
Pigs,5.400442,Nr3c1,8.09407,Por,1.9790968,Aldh7a1,13.895946,Psmd11,7.631737,Atp5f1,3.448268
Atp5g1,5.382275,Cxxc4,8.090243,Glce,1.9766704,Prmt3,13.895071,Akr1a1,7.6088266,Kdm7a,3.447163
Ndufb2,5.3668103,Gde1,8.078931,1810037I17Rik,1.9738975,Sri,13.887736,Lpcat3,7.551823,Ptov1,3.4355807
Fkbp1a,5.35198,Ssu72,8.058568,Ascc1,1.9683515,Clic6,13.86326,Ube2d3,7.544657,Tmem206,3.4347806
Ddx17,5.321239,Fos,8.021204,Ginm1,1.9671383,Nrp1,13.827228,Tex30,7.544047,Mamld1,3.4299798
Prr12,5.311368,Mdh1,8.01319,Tspan13,1.9655784,Snrpb,13.817151,Ncs1,7.5333467,Golgb1,3.425408
Faap20,5.2962794,Pkm,8.012937,Aacs,1.9650586,Arhgef19,13.7504,Rab18,7.4886017,Pygl,3.4244554
Ahi1,5.2405314,Herpud1,8.008158,Ptov1,1.9604369,Afm,13.735478,1110004F10Rik,7.477805,Ppy,3.4055576
Unc80,5.238863,Ppa1,8.002427,Rabif,1.9565663,Thra,13.727101,Dync1i2,7.4620924,Sorcs2,3.4039574
Eif5,5.225678,Gga2,7.9983883,Ago1,1.9525224,Notch2,13.689284,Atp6v1d,7.4489985,Psmd9,3.3999188
Atp6v1e1,5.2246675,Uqcrb,7.991791,Hmgcr,1.949345,Cdh3,13.678569,Atp6v1e1,7.418681,Rhoa,3.3986614
Wnk1,5.221965,Arl3,7.9821277,Dnajc10,1.9421237,Pygb,13.671874,Riok3,7.411949,Mapk15,3.3877647
Smap2,5.2147493,Sod1,7.971069,Wfs1,1.9414304,Frrs1,13.659896,Rasl11b,7.401088,Myl6,3.3860502
Mapk8ip2,5.2044787,Ndufa13,7.961215,Cltc,1.9362311,Rad50,13.594374,Akap9,7.4005904,Chga,3.3634567
Pcbd2,5.1898603,Mrpl54,7.959925,Sec24d,1.9316095,Igf2,13.555296,1810041L15Rik,7.3924127,Fxr2,3.3586562
Tshz1,5.1885676,Ap3b2,7.9458003,Pafah1b1,1.9295875,Cenpw,13.513947,Thoc7,7.391288,Gnas,3.3568273
Gfpt1,5.181658,Dpysl2,7.9183326,Syt7,1.9280277,Tpt1,13.497394,Galk2,7.3890386,Mlec,3.352141
Ndufs7,5.178203,Tmed8,7.8982024,Hspa4l,1.9227129,Gsr,13.461159,Psmc1,7.3866286,Cpm,3.3513029
Zfhx2,5.1770043,Mrps21,7.897737,Gdap1l1,1.9216152,Mgll,13.450039,Gpbp1,7.361774,Prox1,3.3493977
Glrx,5.16295,Lman2,7.8884754,Rab11b,1.9210953,Elf5,13.449887,Zfp91,7.34198,Sct,3.3442924
Taf6l,5.148637,Stx7,7.87877,Zdhhc17,1.9184957,Rps28,13.410541,Atp6ap2,7.3223953,Eif5,3.3431492
Khdrbs3,5.1342063,Brk1,7.8641586,Diablo,1.916647,Igfbp7,13.393028,Lrrn2,7.296239,Dock11,3.3417015
Fam63b,5.127062,Map2k2,7.8579206,Tmem108,1.9052662,Clint1,13.377367,Mycbp2,7.264267,Gstz1,3.3414729
Pon3,5.1236067,Sec23b,7.8442397,Anpep,1.9039953,F11r,13.279344,Rpl6,7.2614875,Upb1,3.3349957
Sec11c,5.0941815,Rwdd4a,7.833646,Bace1,1.9000092,Cxadr,13.216664,Sfpq,7.25633,Map2k1,3.3344243
Prkacb,5.0900216,Ppp1r2,7.8245325,Stxbp5l,1.9000092,Shank2,13.201305,Plcxd3,7.2370505,Trp53inp2,3.3252041
Sec31a,5.080221,Cox6c,7.816243,Ccdc92,1.8919791,Serpinb6a,13.197756,Rpl23a,7.2326803,Arpc5l,3.3196414
Arsb,5.0767193,Tonsl,7.807637,Ppp1r37,1.8732036,Cgnl1,13.17518,Ttyh2,7.194571,Lpcat3,3.308821
Cox8a,5.072254,Arhgap36,7.8053327,Spop,1.8676578,Fkbp9,13.174188,Fxr1,7.1900725,Nek1,3.3075635
Rabac1,5.0639105,Wdr6,7.8044443,Sdf2,1.8647692,Rpl7l1,13.108884,Atp6ap1,7.1837745,Celf2,3.3008962
Mrps12,5.0618424,F3,7.7832146,Nudt7,1.862805,Erich5,13.106259,Tes,7.1810913,Ndufa4,3.2949905
Cltb,5.058317,Rab7,7.7690682,Lamp1,1.8612452,Idh1,13.092347,Foxp4,7.178103,Plcb4,3.2912185
Drc1,5.05136,Slc2a2,7.761414,Gck,1.8610141,Tjp3,13.084643,Jup,7.1659408,Cox6c,3.2881324
Kif1a,5.028516,Cox5b,7.738958,Vapb,1.8532151,Lsm4,13.069571,Clip3,7.1194606,Ldlr,3.2817698
Pde1a,5.013404,Bax,7.7250443,Pcbp3,1.8479581,Ost4,13.047516,Klf10,7.1123915,Ptpn3,3.277274
Pum2,5.0110536,Ube3c,7.717157,H2-Ke6,1.8470337,4930523C07Rik,13.042924,Ube2r2,7.105692,Dap,3.2660723
Pdia6,5.0109596,Ywhab,7.6967306,Sin3b,1.8440297,Mrps24,13.025731,Polb,7.099876,Snx4,3.2566235
Bbx,5.007364,Emc10,7.6742535,Dad1,1.8430475,Cers4,12.987747,Acin1,7.0731573,Ift20,3.2466412
Ufm1,5.006259,Spc25,7.6632576,Wdr1,1.8370395,Hells,12.981186,Selk,7.0610595,Ndufa11,3.2410405
Golga4,4.963931,Galnt18,7.6464896,Cd164l2,1.827334,Nudt21,12.931459,Stx16,7.0590672,Aldoa,3.2201996
Ccdc28b,4.951522,Vps8,7.645686,Glt8d1,1.8260053,Rbmxl1,12.926716,Tpd52,7.058987,Josd2,3.2093792
Baz2b,4.9403815,Arf3,7.640125,Ufsp2,1.8249655,Mki67,12.916034,Rnf167,7.009824,Gnaq,3.2031307
Golgb1,4.9162917,Zdbf2,7.63892,Trim35,1.8247921,Dsp,12.902963,Fam213b,6.9889855,Tomm40,3.19452
Por,4.8883004,Gstz1,7.5989976,Sim1,1.8247343,2810004N23Rik,12.8939295,Uqcrh,6.973578,P4htm,3.1750507
Arl2,4.8878536,Cda,7.5871773,Rph3al,1.8217881,Phb2,12.866156,Chd4,6.969401,Ubl5,3.1726503
Upb1,4.862988,Atp6v1c1,7.5842595,Slc25a4,1.8204015,Hn1l,12.850679,Capza2,6.9474382,Ncoa7,3.16484
Riiad1,4.8307896,Cdk5rap3,7.5819335,Leprotl1,1.8182063,Rrp15,12.849317,Gabarapl2,6.9148874,Bmp1,3.1581724
Casd1,4.829732,Tmed2,7.5732217,Dicer1,1.8167043,Snrpe,12.798698,Ilf2,6.896861,Sphkap,3.1494853
Snx3,4.8265357,Bpnt1,7.56728,Ctsf,1.8140469,Rpl38,12.776291,Eif3k,6.8887477,Atp6v1c1,3.1468184
Ppp1r35,4.8098254,Ndufc2,7.5530066,Bbip1,1.7987376,Hnrnpm,12.727119,Lsr,6.8792043,Clps,3.144761
Klf7,4.796711,Uso1,7.548693,Rab14,1.7978134,Dsg2,12.684055,Grin2c,6.847762,Galns,3.1372933
B230118H07Rik,4.7945957,Prkaca,7.54827,Arpc5,1.7970624,Slc25a13,12.627263,Prpf40a,6.82829,Micu3,3.1339405
Cmip,4.789966,Rimbp2,7.5409327,Fndc3a,1.781811,Plod2,12.613401,Rpl26,6.797346,Sgce,3.118129
Lpgat1,4.787193,Snf8,7.5391564,Rab37,1.779558,Sept9,12.611096,Spock2,6.7909355,Cry2,3.1165287
Fam174b,4.7839727,Tmem9b,7.456077,Dctn6,1.7721056,Cdca7l,12.610576,Elavl4,6.762209,Cfap36,3.1130996
Ttc3,4.764677,Ppm1l,7.4550834,Atp6v1c1,1.7708924,Snrpf,12.606622,Kdm6b,6.755686,Gm561,3.1064322
Fam204a,4.7558403,Golgb1,7.4457793,2310030G06Rik,1.7678306,Rps21,12.592592,Snapc3,6.7418528,Tcf25,3.092335
Tbcb,4.7548766,Psma3,7.4238515,Ubl3,1.758645,Gata6,12.515277,Phip,6.734623,Abca1,3.0818956
Elp4,4.751093,Higd1a,7.3757887,Smap2,1.7575474,Mvb12a,12.505033,Tpst1,6.695485,Ppp1r11,3.064598
1700023F06Rik,4.749894,Rnf187,7.3597817,Map7,1.7511927,Dnmt1,12.497193,Fam135a,6.689589,Stk25,3.0603688
Bet1l,4.7445593,Bet1,7.332589,Tprkb,1.7486508,Rbms2,12.48715,Map2k1,6.6698594,Tiprl,3.0578923
Tagln2,4.7371087,Nagk,7.3315315,Appl2,1.7460511,Map3k1,12.475661,Hnrnpm,6.657167,Ago2,3.056673
PISD,4.7317266,2810428I15Rik,7.3173857,Celf3,1.7408518,Pgm2,12.416178,Idh3g,6.6551104,Tmbim6,3.0457003
Ostc,4.722373,Psenen,7.3033876,Eif1a,1.7390609,Dnajc15,12.415152,Naa20,6.640779,Dscr3,3.0378897
Desi1,4.712267,Cmip,7.296917,Tnrc6b,1.7346126,Arpp19,12.405512,Acadsb,6.6379514,Mboat7,3.0306888
Tnrc6b,4.6956034,Cyb5b,7.2824116,Prkar1b,1.7333994,Ech1,12.339367,Synpr,6.627605,Fgd2,3.0229924
Trp53inp2,4.692736,Gtf2f2,7.262471,Ctrb1,1.7328217,Syne2,12.338862,Mmd2,6.5919533,Erp44,3.009886
Kcnk16,4.6881766,Ndufa7,7.257164,Usf2,1.7311463,Ormdl2,12.330014,Rps4x,6.582201,Sfr1,2.9941885
